"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.080004042E0,4.376898193E-1,2.321672058E-1,9.807305603E0,9.819812482E0
3.090035042E0,4.447251892E-1,2.600093079E-1,9.809101868E0,9.822620057E0
3.100066042E0,4.457730103E-1,2.835104370E-1,9.831405487E0,9.845589144E0
3.110097042E0,4.158352661E-1,3.135978699E-1,9.857002258E0,9.870752561E0
3.120128042E0,4.102967834E-1,3.466790771E-1,9.858349457E0,9.872972392E0
3.130159042E0,3.606001282E-1,3.585044861E-1,9.817484436E0,9.830643853E0
3.140190042E0,3.164419556E-1,3.812571716E-1,9.780062256E0,9.792604877E0
3.150221042E0,2.966830444E-1,3.852987671E-1,9.790091400E0,9.802161271E0
3.160252042E0,2.875520325E-1,3.755690002E-1,9.849817200E0,9.861168141E0
3.170283042E0,3.692820740E-1,3.459306335E-1,9.907597046E0,9.920509890E0
3.180314042E0,4.454736328E-1,3.231779480E-1,9.914632416E0,9.929895603E0
3.190345042E0,4.601431274E-1,3.049159241E-1,9.876012726E0,9.891427237E0
3.200376042E0,4.592449951E-1,2.936892700E-1,9.856553192E0,9.871615885E0
3.210407042E0,4.495152283E-1,2.763253784E-1,9.862690430E0,9.876795136E0
3.220438042E0,4.252656555E-1,2.457888794E-1,9.859846344E0,9.872073388E0
3.230469042E0,4.085005188E-1,2.447410583E-1,9.886940002E0,9.898401561E0
