"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.825415583E0,7.373666382E-1,2.772235107E-1,9.827663269E0,9.859184944E0
1.835447583E0,7.310797119E-1,2.743794250E-1,9.845326538E0,9.876245048E0
1.845478583E0,7.315287781E-1,2.815644836E-1,9.835297394E0,9.866483048E0
1.855509583E0,7.363188171E-1,2.935395813E-1,9.833950195E0,9.865845495E0
1.865541583E0,7.283853149E-1,2.953358459E-1,9.833351440E0,9.864713325E0
1.875572583E0,7.352709961E-1,3.195854187E-1,9.829758911E0,9.862399228E0
1.885604583E0,7.232958984E-1,3.369493103E-1,9.806557159E0,9.838966161E0
1.895635583E0,7.426057434E-1,3.647914124E-1,9.933193817E0,9.967591257E0
1.905667583E0,7.285350037E-1,3.882925415E-1,9.843979340E0,9.878535498E0
1.915698583E0,6.994953918E-1,3.900888062E-1,9.783954163E0,9.816680811E0
1.925730583E0,7.286846924E-1,3.637435913E-1,9.848470001E0,9.882087439E0
1.935761583E0,7.400610352E-1,3.561094666E-1,9.831555176E0,9.865798572E0
1.945792583E0,6.864724731E-1,3.451821899E-1,9.807604980E0,9.837657783E0
1.955824583E0,6.764433289E-1,3.037184143E-1,9.855655060E0,9.883509352E0
1.965855583E0,7.367678833E-1,3.053649902E-1,9.895921326E0,9.928007533E0
1.975887583E0,7.943980408E-1,2.953358459E-1,9.926457825E0,9.962572783E0
1.985918583E0,8.134085083E-1,2.951861572E-1,9.886940002E0,9.924734298E0
1.995950583E0,8.003855896E-1,3.186872864E-1,9.830058289E0,9.867736551E0
2.005981583E0,7.470964050E-1,3.360511780E-1,9.792636108E0,9.826841068E0
2.016012583E0,7.340734863E-1,3.376977539E-1,9.782606964E0,9.815920877E0
2.026044583E0,7.390132141E-1,3.362008667E-1,9.806407471E0,9.839959300E0
2.036075583E0,7.664062500E-1,3.388952637E-1,9.797126770E0,9.832899953E0
2.046107583E0,7.761360168E-1,3.441343689E-1,9.781708832E0,9.818484774E0
2.056138583E0,7.411088562E-1,3.279679871E-1,9.787696381E0,9.821191668E0
2.066170583E0,7.192543030E-1,3.031196594E-1,9.813742218E0,9.844731820E0
2.076201583E0,7.057823181E-1,2.941383362E-1,9.838740234E0,9.868406935E0
2.086233583E0,6.941065979E-1,2.704875183E-1,9.829459534E0,9.857647904E0
2.096264583E0,6.978488159E-1,2.680924988E-1,9.845775604E0,9.874115849E0
2.106295583E0,7.128176880E-1,2.797682190E-1,9.867330780E0,9.896999345E0
2.116327583E0,7.237449646E-1,2.920426941E-1,9.867480469E0,9.898296142E0
2.126358583E0,7.232958984E-1,3.143463135E-1,9.846673737E0,9.878206023E0
2.136390583E0,7.177574158E-1,3.309617615E-1,9.822873230E0,9.854620738E0
2.146421583E0,7.247927856E-1,3.472778320E-1,9.812993774E0,9.845850562E0
2.156453583E0,7.188052368E-1,3.502716064E-1,9.825717316E0,9.858199224E0
2.166484583E0,7.265890503E-1,3.469784546E-1,9.832902374E0,9.865814452E0
2.176516583E0,7.309300232E-1,3.598516846E-1,9.818382568E0,9.852126075E0
2.186547583E0,7.030879211E-1,3.589535522E-1,9.809850311E0,9.841562041E0
2.196578583E0,7.105723572E-1,3.586541748E-1,9.800120544E0,9.832390786E0
2.206610583E0,7.237449646E-1,3.656895447E-1,9.849966888E0,9.883288082E0
2.216641583E0,7.412585449E-1,3.574566650E-1,9.870025177E0,9.904273648E0
